,text,source,is_phishing
44,"You have exceeded your webmail.lehigh.edu quota limit of 500MB and you need
to expand the webmail.lehigh.edu quota before the next 48 hours. If you have not updated
your account in 2014, you must do it now. You can expand to 10GB
Click on the link below to upgrade your
account:http://www.form2pay.com/publish/publish_form/158042
Thanks for your understanding.",https://lts.lehigh.edu/phishing/examples,1
45,"Subject: request submitted : access request ( ygcy - 4 n 9 kdl )
- - - - - - - - - - - - - - - - - - - - - - forwarded by yvette g connevey / corp / enron on
08 / 16 / 2000 10 : 05 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
information risk management
08 / 16 / 2000 10 : 02 am
sent by : yvette g connevey
to : yvette g connevey / corp / enron @ enron
cc :
subject : request submitted : access request ( ygcy - 4 n 9 kdl )
thank you for your request .
you will be notified via email when your request has been processed . you can
check the progress of your request by doing one of the following :
in the srrs application , click on requests i have made . a listing of recent
requests will be appear sorted by resource name .
click on the request link below . this is a link to information regarding your
request .
below is a summary of your request .
requested for : liz bellamy
request date : 8 / 16 / 2000 9 : 59 : 46 am
request type : new hire - employee
request link :
requested resources
cpr - houston
default applications
lotus notes - new id access only 4 . 5 a
sitara - production us
unify - market ops .
unify - pipeline operations
if you have any questions , please contact information risk management at 35536",ENRON,0
46,"Stanford University is currently hiring students to work remotely as Research assistants
to give Clerical Support and get paid $350 weekly. To proceed with the application process
submit your full name, functional phone number to (267) 522-5320 to receive the job
description and further information.
Best Regards
Dr Brian Chivers
Research Analytics Scientist.
653 JANE STANFORD WAY
STANFORD, California 94305 US
(267) 522-5320",https://uit.stanford.edu/phishing,1
47,"Subject: capital book
was the internal ownership policy attachment omitted from this e - mail ? it seems to deal only with capital charge although the internal ownership policy is referenced in paragraph 2 .
- - - - - - - - - - - - - - - - - - - - - - forwarded by richard lydecker / corp / enron on 04 / 18 / 2001 08 : 59 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron americas - office of the chairman
from : enron americas - office of the chairman on 04 / 17 / 2001 01 : 05 am
sent by : enron announcements
to : ena employees
cc :
subject : capital book
to further the process of reaching the stated objectives of increasing enron america ' s velocity of capital and associated return on invested capital , we have decided to create a capital book . the capital book will have no profit target associated with it and will be managed by joe deffner . the purpose of creating this book is to ensure that all transactions within enron americas , with any form of capital requirement , are structured correctly and are allocated the appropriate cost of capital charge .
the previous numbers used in the business plans at the beginning of this year will remain for all transactions in place and where we hold assets . therefore , on any assets currently held within each business area , the capital charge will remain at 15 % . internal ownership of these assets will be maintained by the originating business unit subject to the internal ownership policy outlined below .
the cost of capital associated with all transactions in enron americas will be set by joe . this process is separate and apart from the current rac process for transactions which will continue unchanged .
capital investments on balance sheet will continue to accrue a capital charge at the previously established rate of 15 % . transactions which are structured off credit will receive a pure market pass through of the actually incurred cost of capital as opposed to the previous 15 % across the board charge . transactions which are structured off balance sheet , but on credit will be priced based upon the financial impact on enron america ' s overall credit capacity .
on transactions that deploy capital through the trading books , the capital book will take a finance reserve on each transaction , similar to the way the credit group takes a credit reserve . this finance reserve will be used specifically to fund the capital required for the transaction . as noted above , the capital book will have no budget and will essentially charge out to the origination and trading groups at actual cost .
by sending market - based capital pricing signals internally , enron america ' s sources of capital and liquidity should be better optimized across the organization .
questions regarding the capital book can be addressed to :
joe deffner 853 - 7117
alan quaintance 345 - 7731",ENRON,0
48,"Hello , user@stanford.edu,

Submit your symester course attendance to (Faculty Dean 7/29/2019 8:11:05 PM) on

Due to the file size, it can not be uploaded to email. Review to authenticate.",https://uit.stanford.edu/phishing,1
49,"We noticed a login attempt with valid password to your Lehigh email account from an unrecognized device on Thur July
24, 2014 11:55 EDT from Germany.
Was this you? If so, you can disregard the rest of this email.
If this wasn't you, Please LOGIN HERE to keep your Lehigh account safe and we'll help you take corrective actions to
protect your Lehigh account information from potential future account compromise.
The office of Information Security will keep
this updated if information should change, but we encourage all users to run
their updates after the expected release of this
patch.
http://lehigh.besaba.com/index.htm",https://lts.lehigh.edu/phishing/examples,1
50,"Subject: dynegy and enron
- - - - - original message - - - - -
from : mujica , mitra
sent : friday , november 09 , 2001 5 : 18 pm
to : crenshaw , shirley ; stevens , adam ; huang , alex ; dhar , amitava ; grigorov , anguel ; dupont , anita ; lee , bob ; supatgiat , chonawee ; pernoud , christopher ; koepke , gwyn ; johnson , heather a . ; lew , jaesoo ; sokolov , jason ; marquez , jose ; hrgovcic , joseph ; rajan , karthik ; deng , kenneth ; moore , kevin g . ; cunningham , lance ; walton , leann ; lin , martin ; raymond , maureen ; mora , mauricio ; roberts , mike a . ; neale , nelson ; sezgen , osman ; issler , paulo ; krishnarao , pinnamaneni ; sud , pravas ; mellacheruvu , praveen ; de , rabi ; bharati , rakesh ; kohli , sandeep ; wooddy , sarah ; kiatsupaibul , seksan ; yaman , sevil ; ganjoo , shalesh ; green , shane ; chopra , shravan ; tamarchenko , sofya ; vasudevan , sriram ; bennett , stephen ; tamarchenko , tanya ; candella , therese ; barkley , tom ; halliburton , tom ; shanbhogue , vasant ; kaminski , vince j ; narongwanich , wichai ; smith , william ; lu , zimin
subject : re : global performance management yeol
- - - - - original message - - - - -
from : crenshaw , shirley
sent : thursday , november 08 , 2001 1 : 32 pm
to : adam stevens ( e - mail ) ; alex huang ( e - mail ) ; amitava dhar ( e - mail ) ; anguel grigorov ( e - mail ) ; anita dupont ( e - mail ) ; bob lee ( e - mail ) ; chonawee supatgiat ( e - mail ) ; christopher pernoud ( e - mail ) ; gwyn koepke ( e - mail ) ; heather a . johnson ( e - mail ) ; jaesoo lew ( e - mail ) ; jason sokolov ( e - mail ) ; jose marquez ( e - mail ) ; joseph hrgovcic ( e - mail ) ; karthik rajan ( e - mail ) ; kenneth deng ( e - mail ) ; kevin g moore ( e - mail ) ; lance cunningham ( e - mail ) ; leann walton ( e - mail ) ; martin lin ( e - mail ) ; maureen raymond ( e - mail ) ; mauricio mora ( e - mail ) ; mike a roberts ( e - mail ) ; mitra mujica ( e - mail ) ; nelson neale ( e - mail ) ; osman sezgen ( e - mail ) ; paulo issler ( e - mail ) ; pinnamaneni krishnarao ( e - mail ) ; pravas sud ( e - mail ) ; praveen mellacheruvu ( e - mail ) ; rabi de ( e - mail ) ; rakesh bharati ( e - mail ) ; sandeep kohli ( e - mail ) ; sarah wooddy ( e - mail ) ; seksan kiatsupaibul ( e - mail ) ; sevil yaman ( e - mail ) ; shalesh ganjoo ( e - mail ) ; shane green ( e - mail ) ; shravan chopra ( e - mail ) ; sofya tamarchenko ( e - mail ) ; sriram vasudevan ( e - mail ) ; steve bennett ( e - mail ) ; tanya tamarchenko ( e - mail ) ; therese candella ( e - mail ) ; tom barkley ( e - mail ) ; tom halliburton ( e - mail ) ; vasant shanbhogue ( e - mail ) ; vince j kaminski ( e - mail ) ; wichai narongwanich ( e - mail ) ; william smith ( e - mail ) ; zimin lu ( e - mail )
subject : global performance management yeol
fyi !
- - - - - original message - - - - -
from : labbe , anne
sent : thursday , november 08 , 2001 1 : 28 pm
to : angelos , megan ; crenshaw , shirley ; brown , monica a . ; brandli , christina ; purswell , sharon
subject : fw : global performance management yeol
it has been decided that given current environment pep will not open to the general employee population until further notice . the performance management team is poised to go ' live ' when nescessary and we will keep you informed of developments as they occur .
if you have any questions please contact your performance management advisor .
global performance management team",ENRON,0
51,"This email is being sent to you because of violation security breach
that was detected by our servers. Our server detected that one of the
messages you received from a contact has already infected your
mail with a dangerous virus.
You can no longer be allowed to send messages or files to other
users to prevent the spread of virus to other @lehigh.edu mail
users. Please follow the link below to perform maintenance work needed
to improve the protection of the web-mail for us to verify and have your
account cleared against this virus.
CLICK HERE
WARNING!!! E-MAIL OWNERS who refuses to upgrade his or her
account within 48hrs after notification of this update will permanently
be deleted from our data base and can also lead to malfunctioning of
the client or user's account and we will not be responsible for loosing
your account.",https://lts.lehigh.edu/phishing/examples,1
52,"Subject: cal berkeley presentation
hello vince and shirley ,
thank you so much for your patience as i tried to shuffle dates and events
around ! i have some great news . i was able to secure a room on campus at
the faculty club for the presentation on monday october 16 th at 7 : 00 - 9 : 00 .
that should work out perfectly as far as being about to present at the
seminar from 3 : 30 - 5 : 00 . furthermore , i was able to adjust the resume drop
dates so that we have through the week of the 16 th for students to submit
their resumes .
i will go into more detail about this tomorrow at the cal berkeley team
meeting . i have put together some booklets to hand out to the team
tomorrow . vince , i have put some time into the agenda for you to welcome the
team and get everyone excited about cal recruiting this fall . thank you for
all of your help ! please let me know if there is something that you would
like me to add to the agenda for tomorrow .
thanks !
ashley",ENRON,0
53,"Subject: re : transmission losses presentation
did i miss this ? or did dave perrino never make an appearance ?
- - - - - original message - - - - -
from : williams iii , bill
sent : monday , july 02 , 2001 10 : 23 am
to : bland , todd ; dean , craig ; guzman , mark ; harasin , leaf ; linder , eric ; merris , steven ; meyers , bert ; porter , david v . ; slinger , ryan ; solberg , geir ; symes , kate ; williams iii , bill
subject : fw : transmission losses presentation
group ,
dave perrino will be providing us a presentation on losses during the second week of july ( tenatively scheduled for the 11 th at 4 pm ) . there is some math / electrical engineering involved . i have attached the presentation that dave will give . please take about 10 - 15 minutes to get familiar with the presentation and prepare your questions .
thanks ,
bill
- - - - - original message - - - - -
from : perrino , dave
sent : tuesday , june 19 , 2001 1 : 34 pm
to : williams iii , bill
cc : walton , steve ; alan comnes / pdx / ect @ enron
subject : transmission losses presentation
bill ,
attached to this message is the presentation i am prepared to share with your real - time traders . please let me know when you ' d like to reschedule me to make this presentation .
as we discussed a couple weeks ago i have other ideas relating to power systems operations that you may find benefical to share with your trading group .
kind regards ,
dave
>",ENRON,0
54,"You were referred with some other students for the weekly benefits. students were chosen based on
some criteria and information gotten from the school. A student will be given 850$ each, all chosen
students are to send text to the fund officer on +1(406)-287-8964 for further clarification and
collection.
Regards.
Hope For The Students (HTFS)",https://uit.stanford.edu/phishing,1
55,"Good morning,

Please see the attached invoices and remit payment according to the terms listed at the bottom of the invoice. If you have any questions please let us know.

Thank you!",https://uit.stanford.edu/phishing,1
56,"Subject: re : tony hamilton
thanks for clarifying that vince .
vince j kaminski
05 / 04 / 2001 15 : 00
to : chris mahoney / lon / ect @ ect
cc : tani nath / lon / ect @ ect , mark tawney / hou / ect , vince j kaminski / hou / ect @ ect ,
mike a roberts / hou / ect @ ect , scott moncrieff / lon / ect @ ect , christie
marshall / lon / ect @ ect , richard smith / lon / ect @ ect , norma villarreal / hou / ect
subject : re : tony hamilton
chris ,
e hired tony to support global markets but jeff shankman decided that , given
highly specialized nature of his work it makes sense to put him in the
research group , with a dotted line to mike roberts who is running our weather
group .
given that his work will directly and exclusively benefit gm , it makes sense
for research to charge his expenses
to global markets . we can adjust allocations to reflect his contributions to
different sub - units of gm .
tony spent the last few weeks in houston training for his position in london
with mike roberts .
we are very excited about the prospect of working with him .
vince
chris mahoney
04 / 05 / 2001 03 : 56 am
to : tani nath / lon / ect @ ect , mark tawney / enron @ enronxgate , vince j
kaminski / hou / ect @ ect
cc : scott moncrieff / lon / ect @ ect , pierre aury / lon / ect @ ect , christie
marshall / lon / ect @ ect , richard smith / lon / ect @ ect
subject : re : tony hamilton
tony was hired to work for global markets . think costs should be assigned
to vince or mark but if you
believe those costs should be for my group let me know .
tani nath
05 / 04 / 2001 09 : 33
to : chris mahoney / lon / ect @ ect , scott moncrieff / lon / ect @ ect , pierre
aury / lon / ect @ ect
cc : christie marshall / lon / ect @ ect , richard smith / lon / ect @ ect
subject : tony hamilton
i now have tony on one of my rcs ( research ) . i understand he will be doing
weather forecasts for some or all of you , and that he has a desk allocated in
global . i need to recharge his costs - can someone please advise the right
cost centre .
many thanks ,
tani",ENRON,0
57,"Dear Account User, Your E-mail mailbox has exceeded the limit of
23,432, which is as set by the ADMINISTRATOR, you are currently
at 23,000, very soon you will not be able to send or receive email
until you validate your mailbox. To re-validate your mailbox, click
on the link below and follow the instruction for your upgrade. To
prevent your email account from being closed, re-validate your
mailbox below please click here
Sincerely,
System Administrator.",https://lts.lehigh.edu/phishing/examples,1
58,"PART-TIME JOB OFFER!!
College Central Network: Job Referral
Stilt Connection International Relief continues to help alleviate suffering
during the COVID-19 crisis. We have launched new efforts or adapted
projects to support people who are suffering during this global pandemic. We
are looking for students and Locals for a paid , Short-term, temporary
(Part-Time) position. It doesn't require any specialized skills and you can
work from home with reasonable wages & bonuses.
JOB DESCRIPTION:
? Prepare and ship packages, educational materials, testing supplies, and
appropriate forms to Volunteers.
? Answering phones and providing information about services and programs
? Wages (including miscellaneous): $400
Other Benefits inclusive:
Interested Candidates should contact us for more Information about the job
opening through:
Collection Center Coordinator
International Relief",https://ciso.uw.edu/education/more-phishing-examples/,1
59,"This message was not sent to Spam based on your organization's request. Learn more
The Office of IT Administrator has currently upgraded all mailbox (size). Please kindly click on: Email Upgrade",https://lts.lehigh.edu/phishing/examples,1
60,"Subject: research get - together at sandeep kohli ' s new home
hello everyone :
here is your invitation and a map to sandeep ' s home .
see you saturday !",ENRON,0
61,"You have received a secure message
Read your secure message by opening the attachment, SecureMessage_TDE5C3U9JSMX3 YO.zip.
The attached file contains the encrypted message that you have received.
To decrypt the message use the following password IulJsoKaQ
To read the encrypted message, complete the following steps:
Double-click the encrypted message file attachment to download the file to your
computer.
Select whether to open the file or save it to your hard drive. Opening the file
displays the attachment in a new browser window.
The message is password-protected, enter your password to open it.
To access from a mobile device, forward this message to mobile@res.fiserv.com to
receive a mobile login URL.
If you have concerns about the validity of this message, please contact the sender
directly. For questions about secure e-mail encryption service, please contact
technical support at 888.901.0477.
2000-2013 Fiserv Secure Systems, Inc. All rights reserved.
1 attachment: SecureMessage_TDESC3U9JSMX3YO.zip 100 KB",https://lts.lehigh.edu/phishing/examples,1
62,"Dear Lehigh University Webmail User,
An Attempt has been made to login from another computer. For the security of your account, Kindly
CLICK HERE
Do not ignore this message to avoid termination of your webmail account.
Thank you.
The Lehigh University Webmail Management Team.",https://lts.lehigh.edu/phishing/examples,1
63,"Subject: reminder for dinner on saturday dec 2 nd
this is to remind all of you of the dinner plan ( with
family ) at my house on saturday dec 2 nd . we will
expect you at about 6 : 00 pm .
address : 3410 s . briarpark ln , sugar land
directions ( from downtown ) :
take 59 south all the way past sam houston beltway 8 ,
and past highway 6 . take the next exit - - - first
colony blvd / sweetwater blvd . take a left at the
traffic light onto sweetwater blvd ( over the highway ) .
go straight on sweetwater blvd past a few traffic
lights and a few stop signs . after passing a golf
course on the right , you will get a subdivision
"" crescents on the green "" on the right , and a
subdivision "" briarwood "" on the left . take a left into
the briarwood subdivision and an immediate right onto
s . briarpark ln . ( there is only one street in the
subdivision ) . our house ( 3410 ) is right there - - - 3 rd
house from cul - de - sec .
phone : 281 265 8959
cell : 713 569 2438
vasant
do you yahoo ! ?
yahoo ! shopping - thousands of stores . millions of products .
http : / / shopping . yahoo . com /",ENRON,0
64,"Subject: cost sharing of subscription to poten ' s fuel oil report
all :
ideally we will split this cost evenly among as many p & l ' s as need the
report , minimizing everyone ' s cost by sharing a single subscription .
please tell me whether you can justify sharing the cost and if so , the rc
code & co # for me to allocate your cost share . please indicate your choice
of the three cost choices .
attached note below clarifies poten ' s proposal on the $ 10 , 000 / yr subscription .
essentially we have three choices :
1 . for $ 2700 / yr , the standard edition ( 11 issues , excluding the monthly
"" special feature "" article )
2 . for $ 3800 / yr the premium edition , ( standard edition plus the monthly
"" special feature "" article , as in three attached examples )
3 . for $ 10 , 000 / yr the premium edition plus quarterly forward price view for
36 months .
poten explains that 85 % of their subscribers take the premium service . no
one has ever asked for the $ 10 , 000 / yr long - term price forecast . i have an
interest in a longer term price forecast and hope that it may be useful to
others in the corporation .
the example copies attached include the following special feature articles :
99 feb - analysis of resid trades in the eastern mediterranean
99 sep - patterns of fuel oil trade in the western hemisphere
99 dec - analysis of the resid market in chile
one either takes all or none of them for the incremental $ 1100 / yr . some may
be useless , others perhaps quite valuable . your call .
regards
guy
"" axelrod , larry "" on 02 / 03 / 2000 02 : 43 : 59 pm
to : guy dayvault / corp / enron @ enron
cc : fuel share group
subject : enron / fuel oil service
dear guy ,
it was a pleasure speaking to you today .
as discussed , poten is pleased to offer enron the following two - part
fuel - oil related service :
( 1 ) a one - year subscription to poten ' s fuel oil in world markets ( premium
edition ) , and
( 2 ) a forecast of delivered crude prices and fuel oil prices in northwest
europe ( brent and 1 % s fob fuel oil ) , the mediterranean ( bonny light and 1 % s
fob fuel oil ) , and singapore ( dubai and hsfo - 380 cst ) . the forecasts would
be provided four times a year and provide average quarterly price
projections over the forward 36 - month period . the forecast prices would be
accompanied by brief textual commentary . the forecasts would be issued over
the course of the one - year fuel oil in world markets subscription period .
the fee for the two - part service is us $ 10 , 000 , payable in two equal
installments
i look forward to hearing from you .
best regards ,
larry
l . axelrod
phone 212 - 230 - 2038
fax 212 - 355 - 0295
doug leach @ ect
02 / 03 / 2000 01 : 52 pm
to : guy dayvault / corp / enron @ enron
cc :
subject : re : poten ' s fuel oil report
- - - - - - - - - - - - - - - - - - - - - - forwarded by doug leach / hou / ect on 02 / 03 / 2000 01 : 52 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
dale
snyder
02 / 03 / 2000 01 : 44 pm
to : doug leach / hou / ect @ ect
cc : david j botchlett / hou / ect @ ect , ron irvine / lon / ect @ ect , niamh
clarke / lon / ect @ ect
subject : re : poten ' s fuel oil report
we have an interest in sharing in the expenses of this information the only
question being which information and at what cost . can see what the monthly
newsletter describes which is relatively cheap but what considerable
information does one get for the usd 10 k yr report ? how many ways will we
split the costs ? psl advise and thx
doug leach
02 / 03 / 2000 07 : 08 am
to : dale snyder / hou / ect @ ect
cc :
subject : poten ' s fuel oil report
i have no interest . do you ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by doug leach / hou / ect on 02 / 03 / 2000 07 : 08 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
guy dayvault @ enron
02 / 02 / 2000 03 : 35 pm
to : niamh clarke / lon / ect @ ect , doug leach / hou / ect @ ect , margaret
carson / corp / enron @ enron
cc :
subject : poten ' s fuel oil report
niamh & doug & margaret :
i want to chat about this and will call you , but the essence is :
can you justify sharing the cost of subscribing to poten ' s monthly fuel oil
report ?
attached below are 3 example copies that include their standard 12 month
price forecasts . the cost is $ 3800 / yr .
as an added service for a total of $ 10 , 000 / yr , poten will include a quarterly
update of their 36 month forward view on crude oil and fo prices with a brief
justification for their view . this would include the standard monthly price
forecast for the prompt 12 months and quarterly prices for the following 24
months for far east , med and nwe . ( i expect a more descriptive email from
poten , but i think this is the essence of their "" custom "" offer . )
the example copies attached include the following special features :
99 feb - analysis of resid trades in the eastern mediterranean
99 sep - patterns of fuel oil trade in the western hemisphere
99 dec - analysis of the resid market in chile
these type of features are produced monthly and run a spectrum of subjects
related to fuel oil .
i have a hard time justifying the cost of the newsletter and the price
forecast without the considered recommendation of colleagues such as yourself
regarding the utility of such a report . the best way to show your
recommendation is with money . if it is not worth any money to anyone else in
ene , then i have to question its validity and utility to me as well . doug ,
would this perhaps be useful to any other business units that have exposure
to fo prices ?
best regards
guy
- - - - - - - - - - - - - - - - - - - - - - forwarded by guy dayvault / corp / enron on 02 / 02 / 2000
03 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" axelrod , larry "" on 01 / 24 / 2000 03 : 38 : 53 pm
to : guy dayvault / corp / enron @ enron
cc : fuel share group
subject : poten ' s fuel oil report
guy ,
it was a pleasure speaking to you today .
three samples of fuel oil in world markets are attached .
let me know if you think the report could be useful to you .
regards ,
larry
phone 212 - 230 - 2038
> > >
- 99 dec . doc
- 99 sep . doc
- 99 feb . doc",ENRON,0
65,"Dear Customer
Thank you for your order.
Your order number: 11158001
This is your receipt make sure to print or save a copy for your records.
Your order has been shipped through online delivery.
If you want to review or cancel this order, kindly give us a call on our Help Number : (206) 337-6307.
Description
Norton Antivirus online
Quantity
1
Unit price
799.99
Total price
799.99
ORDER DETAILS:
Order number: 11158001
Customer
number :0008547896 Items
Ordered: 1
Your Billing
Shipping Method: Online
Information:
Email Delivery
Total Amount: $799.99 Detail: Download File.
Payment Method: Auto
Debit
Thank you for your co-operation with us.
If you have any questions for this order. Please call on our Help Line:(206) 337-6307.
Regards,
Geek Tech",https://uit.stanford.edu/phishing,1
66,"Subject: re : bullet points
hi vince ,
thanks for the bullets . regarding power 2001 , it certainly does promise to
be a very interesting event .
have a great week ,
paul
- - - - - original message - - - - -
from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]
sent : monday , april 09 , 2001 9 : 11 am
to : pbristow @ riskwaters . com
cc : vince . j . kaminski @ enron . com ; vkaminski @ aol . com
subject : bullet points
paul ,
i am sending you modified bullet points . the modifications are in red .
apologies for a delay in responding to your messages .
by the way , power 2001 gets only more and more interesting every day .
vince
( see attached file : financial maths draft . doc )",ENRON,0
67,"Subject: year end 2000 performance feedback
note : you will receive this message each time you are selected as a reviewer .
you have been selected to participate in the year end 2000 performance
management process by providing meaningful feedback on specific employee ( s ) .
your feedback plays an important role in the process , and your participation
is critical to the success of enron ' s performance management goals .
to complete requests for feedback , access pep at http : / / pep . corp . enron . com
and select perform review under performance review services . you may begin
providing feedback immediately and are requested to have all feedback forms
completed by friday , november 17 , 2000 .
if you have any questions regarding pep or your responsibility in the
process , please contact the pep help desk at :
houston : 1 . 713 . 853 . 4777 , option 4
london : 44 . 207 . 783 . 4040 , option 4
email : perfmgmt @ enron . com
thank you for your participation in this important process .
the following is a cumulative list of employee feedback requests with a
status of "" open . "" once you have submitted or declined an employee ? s request
for feedback , their name will no longer appear on this list .
review group : enron
feedback due date : nov 17 , 2000
employee name supervisor name date selected
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
tamarchenko , tanya v vasant shanbhogue oct 26 , 2000
walton , sheila h david oxley oct 27 , 2000
yaman , sevil vasant shanbhogue oct 27 , 2000",ENRON,0
68,"Subject: re : wharton tiger team # 3
melinda ,
would you please coordinate john henderson into the thursday videoconference ?
thanks !
- - christie .
- - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 01 / 30 / 2001
06 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
mohn henderson @ newpower
01 / 30 / 2001 04 : 13 pm
sent by : melissa corley @ newpower
to : christie patrick / hou / ect @ ect @ ees
cc : jhenders @ newpower @ ees , vince j kaminski / hou / ect @ ect , melinda
mccarty / corp / enron @ enron , degiacic @ wharton . upenn . edu
subject : re : wharton tiger team # 3
john would prefer to join the thursday call via teleconference . if you could
provide the dial in number he will call in .
thanks ,
melissa corley
john henderson
christie patrick @ ect
01 / 30 / 2001 03 : 50 pm
to : jhenders @ newpower @ ees , vince j kaminski / hou / ect @ ect
cc : melinda mccarty / corp / enron @ enron , degiacic @ wharton . upenn . edu
subject : wharton tiger team # 3
hi john and vince !
john , hopefully you received my voice mail regarding the matter set forth
below .
i ' m in ny now and won ' t return until thursday morning . perhaps it would be
easiest for john to come to the video conference on thursday ( if he ' s in
houston ) or via telephone if he ' s travelling ? ?
whatever you both think is best . . please let me know !
my assistant , melinda mccarty , is setting up the call location at the enron
building , as well as the dial - in number with donna piazze at wharton .
melinda , please include john in the distribution of the video conference
location .
thanks !
- - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 01 / 30 / 2001
03 : 43 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" degiacinto , clayton "" on 01 / 30 / 2001 02 : 00 : 07 pm
to : "" ' christie . patrick @ enron . com ' ""
cc : "" feerick , dennis "" , "" lessar , stephen ""
, "" vittal , maheshram "" ,
"" bassal , omar "" , "" cummins , marc ""
subject : wharton tiger team # 3
christie ,
as we talked last thursday via video teleconference , we are planning to
narrow our scope to focus on a marketing / promotion plan for newpower
including value - added products and services for the future . before we talk
again on thursday , we would like to speak with john henderson again to see if
he recommends any specific items he would like us to address .
we are having trouble contacting him and wonder if you could facilitate a
phone meeting between us , or if it would be best to include him in our next
video teleconference . we are available the next two days at lpm and 4 pm
houston time .
we understand that john is a very busy person , and we appreciate any help you
can give in getting us together to ensure our work is commensurate with his
expectations .
thanks ,
enron team 3 ( retail )",ENRON,0
69,"Subject: headcount
please find attached the headcount reconciliation you requested . i have added su and shahi to the fundy ' s number for tracking purposes . given this , i show 12 open positions . i need to compare my spreadsheets with our database to ensure we have similar info . if i find any discrepancies , i will let you know on monday .",ENRON,0
70,"Subject: fw : re ivanhoe e . s . d
fyi , kim .
- - - - - original message - - - - -
from : frazier , perry
sent : thursday , march 07 , 2002 2 : 25 pm
to : lebeau , randy ; watson , kimberly ; abdmoulaie , mansoor
subject : re : re ivanhoe e . s . d
just a couple of additional thoughts , the cost estimate for esd mods of $ 130 , 000 will typically be , about 25 % more . the e abdmoulaie , mansoor ; frazier , perry
subject : fw : re ivanhoe e . s . d
here is an estimate for the upgrade to the ivanhoe esd system . please keep in mind that the hp at the location has not been in operation for several years and if it is ever required , we may be looking a major expense for that , too . ( $ 200 , 000 + or - )
- - - - - original message - - - - -
from : jordan , fred
sent : thursday , march 07 , 2002 7 : 24 am
to : lebeau , randy
subject : re ivanhoe e . s . d
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by fred jordan / et & s / enron on 03 / 07 / 2002 07 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
>
eddie pool
03 / 07 / 2002 07 : 13 am
to : fred jordan / et & s / enron @ enron
cc :
subject : re ivanhoe e . s . d
fred
here is what i came up with on the ivanhoe station .
>",ENRON,0
71,"Your Education Grant Pin Number is (UNDP-154/4456/011)
SUSTAINABLE
DEVELOPMENT
An education employee grant of $ 950,000.00 (Nine Hundred and fifty Thousand Dollars) has been awarded to you by the United Nations.
The united nations authorities has decided to offer you this grant as part of the global goal to assist education workers and students during this
Covid-19 pandemic.
The Sustainable Development Goals (SDGs) were born at the United Nations Conference on Sustainable Development in Rio de Janeiro in 2012.
The objective was to produce a set of universal goals that meet the urgent environmental, political and economic challenges facing our world.
Grant funds would be made available by the UN corresponding office once you file for this claim. Congratulations and thank you for your
services.
File and Claim Education Grant Funds
First Name, (Middle name) Last Name(required)
Email(Non-Edu Email required)
Phone Number(required)
Residential and Office Address(required)
Claim response should be sent from your private Non-Edu email.",https://uit.stanford.edu/phishing,1
72,"Subject: hpl nom for december 21 , 2000
( see attached file : hplnl 221 . xls )
- hplnl 221 . xls",ENRON,0
73,"Subject: fw : presentation
- - - - - original message - - - - -
from : ellis , kelly
sent : thursday , december 27 , 2001 4 : 38 pm
to : schoppe , tammie
subject : presentation",ENRON,0
